symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
ETHBTC,-0.00023000,-0.373,0.06148544,0.06165000,0.06143000,2.08720000,0.06143000,23.60030000,0.06144000,28.86150000,0.06166000,0.06172000,0.06127000,6312.63190000,388.13496730,1694862182306,1694948582306,423059993,423075117,15125
LTCBTC,-0.00004100,-1.668,0.00242228,0.00245800,0.00241700,37.95900000,0.00241500,303.57400000,0.00241700,236.33700000,0.00245800,0.00246300,0.00239500,52390.71500000,126.90506995,1694862182040,1694948582040,93498278,93510731,12454
BNBBTC,0.00000300,0.037,0.00807977,0.00807700,0.00808000,0.90400000,0.00807900,10.45800000,0.00808000,6.71700000,0.00807700,0.00810600,0.00804800,20128.05400000,162.62996436,1694862182492,1694948582492,227111482,227132507,21026
NEOBTC,-0.00000380,-1.377,0.00027148,0.00027630,0.00027210,44.26000000,0.00027200,4.56000000,0.00027210,34.72000000,0.00027590,0.00027710,0.00026700,12297.64000000,3.33856421,1694862071472,1694948471472,45510152,45512634,2483
QTUMETH,-0.00004000,-2.939,0.00134549,0.00136000,0.00132100,13.00000000,0.00132000,145.60000000,0.00132500,200.00000000,0.00136100,0.00137500,0.00132100,2940.10000000,3.95586580,1694862154554,1694948554554,5401943,5402024,82
EOSETH,-0.00000400,-1.138,0.00035041,0.00035130,0.00034760,52.40000000,0.00034760,558.50000000,0.00034840,663.40000000,0.00035160,0.00035400,0.00034660,8677.80000000,3.04075681,1694862172642,1694948572642,23497647,23497769,123
SNTETH,-0.00000025,-1.825,0.00001354,0.00001358,0.00001345,290.00000000,0.00001344,4551.00000000,0.00001352,20637.00000000,0.00001370,0.00001372,0.00001339,50198.00000000,0.67963409,1694862181179,1694948581179,3906848,3906865,18
BNTETH,-0.00000510,-1.942,0.00026000,0.00026180,0.00025750,7.30000000,0.00025840,479.30000000,0.00025950,555.70000000,0.00026260,0.00026400,0.00025420,29297.50000000,7.61734328,1694862178401,1694948578401,2234826,2235067,242
BCCBTC,0.00000000,0.000,0.00000000,0.07908100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
GASBTC,0.00000110,1.225,0.00009005,0.00008970,0.00009090,29.60000000,0.00009070,5.20000000,0.00009080,230.50000000,0.00008980,0.00009130,0.00008810,21551.20000000,1.94076454,1694862177466,1694948577466,20797492,20800154,2663
BNBETH,0.00050000,0.382,0.13131638,0.13090000,0.13150000,0.02600000,0.13150000,10.31200000,0.13160000,29.42600000,0.13100000,0.13210000,0.13060000,3078.80800000,404.29792610,1694862180342,1694948580342,56285089,56288942,3854
BTCUSDT,62.91000000,0.237,26531.76861434,26540.17000000,26603.09000000,0.00406000,26603.09000000,8.17405000,26603.10000000,3.71738000,26540.18000000,26622.22000000,26416.16000000,11815.14080000,313476581.85149950,1694862182861,1694948582861,3213487136,3213953086,465951
ETHUSDT,-2.13000000,-0.130,1631.44453716,1636.60000000,1634.46000000,0.21530000,1634.45000000,62.28480000,1634.46000000,41.20450000,1636.59000000,1639.42000000,1619.54000000,85221.21630000,139033687.78314400,1694862182333,1694948582333,1197307820,1197534051,226232
HSRBTC,0.00000000,0.000,0.00000000,0.00041400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
OAXETH,0.00000000,0.000,0.00000000,0.00017780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
DNTETH,0.00000000,0.000,0.00000000,0.00002801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
MCOETH,0.00000000,0.000,0.00000000,0.00577200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
ICNETH,0.00000000,0.000,0.00000000,0.00166300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
MCOBTC,0.00000000,0.000,0.00000000,0.00021140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
WTCBTC,0.00000000,0.000,0.00000582,0.00000566,0.00000566,17.00000000,0.00000566,5488.00000000,0.00000570,1319.00000000,0.00000566,0.00000592,0.00000565,273036.00000000,1.58811927,1694862173945,1694948573945,20178655,20181041,2387
WTCETH,0.00000000,0.000,0.00000000,0.00023700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
LRCBTC,-0.00000014,-2.035,0.00000679,0.00000688,0.00000674,261.00000000,0.00000673,179.00000000,0.00000674,3061.00000000,0.00000688,0.00000688,0.00000670,533817.00000000,3.62644862,1694862180016,1694948580016,22103239,22103892,654
LRCETH,-0.00000160,-1.442,0.00010991,0.00011118,0.00010936,80.00000000,0.00010944,559.00000000,0.00010974,1117.00000000,0.00011096,0.00011101,0.00010894,14493.00000000,1.59287591,1694862167616,1694948567616,4718281,4718332,52
QTUMBTC,-0.00000220,-2.635,0.00008312,0.00008340,0.00008130,41.70000000,0.00008110,1289.30000000,0.00008130,116.50000000,0.00008350,0.00008570,0.00008100,7372.30000000,0.61281426,1694862180600,1694948580600,24071327,24071829,503
YOYOBTC,0.00000000,0.000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
OMGBTC,0.00000000,0.000,0.00000000,0.00003080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
OMGETH,0.00000000,0.000,0.00000000,0.00079100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
ZRXBTC,-0.00000001,-0.142,0.00000707,0.00000706,0.00000704,342.00000000,0.00000705,1597.00000000,0.00000706,94.00000000,0.00000705,0.00000724,0.00000685,191708.00000000,1.35632730,1694862179544,1694948579544,25389886,25390417,532
ZRXETH,0.00000000,0.000,0.00000000,0.00009940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
STRATBTC,0.00000000,0.000,0.00000000,0.00003085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
STRATETH,0.00000000,0.000,0.00000000,0.00105300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
SNGLSBTC,0.00000000,0.000,0.00000000,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
SNGLSETH,0.00000000,0.000,0.00000000,0.00005306,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
BQXBTC,0.00000000,0.000,0.00000000,0.00008703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
BQXETH,0.00000000,0.000,0.00000000,0.00126350,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
KNCBTC,-0.00000124,-5.193,0.00002289,0.00002390,0.00002264,9.00000000,0.00002263,7.90000000,0.00002267,456.90000000,0.00002388,0.00002408,0.00002204,288973.20000000,6.61327237,1694862175703,1694948575703,20223844,20225753,1910
KNCETH,0.00000000,0.000,0.00000000,0.00039410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
FUNBTC,0.00000000,0.000,0.00000000,0.00000029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
FUNETH,0.00000000,0.000,0.00000243,0.00000244,0.00000244,11575.00000000,0.00000244,146063.00000000,0.00000245,199192.00000000,0.00000244,0.00000247,0.00000240,3285936.00000000,7.97030975,1694862175611,1694948575611,3200949,3201030,82
SNMBTC,-0.00000069,-54.762,0.00000098,0.00000127,0.00000057,46703.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000126,0.00000147,0.00000055,26662465.00000000,26.13502488,1692586803266,1692673203266,14644423,14651718,7296
SNMETH,0.00000000,0.000,0.00000000,0.00004986,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
NEOETH,-0.00005800,-1.296,0.00443559,0.00447400,0.00441900,2.47000000,0.00442600,4.25000000,0.00443300,18.66000000,0.00447700,0.00451800,0.00437300,3151.01000000,13.97659469,1694862121173,1694948521173,11339262,11339780,519
IOTABTC,-0.00000023,-3.846,0.00000590,0.00000598,0.00000575,80.00000000,0.00000574,15163.00000000,0.00000575,4363.00000000,0.00000598,0.00000601,0.00000569,2019821.00000000,11.91472309,1694862166086,1694948566086,34323900,34326462,2563
IOTAETH,-0.00000350,-3.612,0.00009528,0.00009640,0.00009340,2697.00000000,0.00009350,856.00000000,0.00009370,62.00000000,0.00009690,0.00009690,0.00009290,201048.00000000,19.15613370,1694862181126,1694948581126,7781256,7781463,208
LINKBTC,-0.00000300,-1.266,0.00023466,0.00023690,0.00023390,4.78000000,0.00023390,2238.64000000,0.00023400,1.25000000,0.00023690,0.00023690,0.00023330,189167.06000000,44.38982318,1694862178906,1694948578906,89511643,89518606,6964
LINKETH,-0.00003200,-0.833,0.00381604,0.00383800,0.00380800,1.48000000,0.00380900,132.25000000,0.00381100,174.12000000,0.00384000,0.00385100,0.00379000,14639.19000000,55.86372865,1694862179060,1694948579060,20271186,20272243,1058
XVGBTC,0.00000000,0.000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
XVGETH,-0.00000003,-1.415,0.00000208,0.00000211,0.00000209,1454.00000000,0.00000209,436900.00000000,0.00000211,1156789.00000000,0.00000212,0.00000212,0.00000206,2427949.00000000,5.05102870,1694862180219,1694948580219,11227683,11227814,132
SALTBTC,0.00000000,0.000,0.00000000,0.00004250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
SALTETH,0.00000000,0.000,0.00000000,0.00113800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
MDABTC,0.00000000,0.000,0.00000000,0.00000382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
MDAETH,0.00000000,0.000,0.00000000,0.00181150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
MTLBTC,-0.00001176,-19.821,0.00005159,0.00005930,0.00004757,5.90000000,0.00004757,237.00000000,0.00004762,44.60000000,0.00005933,0.00005941,0.00004715,1067604.20000000,55.07358464,1694862180631,1694948580631,20532522,20544530,12009
MTLETH,-0.00000210,-0.306,0.00067987,0.00068740,0.00068340,45.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00068550,0.00069230,0.00065730,4696.30000000,3.19288504,1693454410058,1693540810058,3097721,3097755,35
SUBBTC,0.00000000,0.000,0.00000000,0.00000457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
SUBETH,0.00000000,0.000,0.00000000,0.00012334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
EOSBTC,-0.00000027,-1.248,0.00002154,0.00002162,0.00002136,4.90000000,0.00002137,1015.20000000,0.00002139,4972.20000000,0.00002163,0.00002182,0.00002128,344023.00000000,7.40880431,1694862182069,1694948582069,74755057,74756817,1761
SNTBTC,-0.00000002,-2.381,0.00000084,0.00000085,0.00000082,383.00000000,0.00000082,667681.00000000,0.00000083,55397.00000000,0.00000084,0.00000085,0.00000082,399174.00000000,0.33356987,1694862181268,1694948581268,12637451,12637667,217
ETCETH,-0.00007000,-0.731,0.00949354,0.00956000,0.00950000,2.36000000,0.00949000,23.21000000,0.00951000,12.88000000,0.00957000,0.00960000,0.00945000,599.77000000,5.69393800,1694862178013,1694948578013,8661830,8661975,146
ETCBTC,-0.00000700,-1.186,0.00058488,0.00059000,0.00058300,0.23000000,0.00058300,792.97000000,0.00058400,50.96000000,0.00059000,0.00059100,0.00057900,11344.02000000,6.63484335,1694862174432,1694948574432,43844426,43845688,1263
MTHBTC,0.00000000,0.000,0.00000000,0.00000023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
MTHETH,0.00000000,0.000,0.00000000,0.00004135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
ENGBTC,0.00000000,0.000,0.00000000,0.00006200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
ENGETH,0.00000000,0.000,0.00000000,0.00186480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
DNTBTC,0.00000000,0.000,0.00000000,0.00000186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
ZECBTC,-0.00001400,-1.417,0.00097452,0.00099000,0.00097400,0.24100000,0.00097400,11.32600000,0.00097600,143.34400000,0.00098800,0.00099100,0.00095600,5877.00700000,5.72725823,1694862182635,1694948582635,28050102,28052159,2058
ZECETH,-0.00015000,-0.936,0.01588258,0.01602000,0.01588000,0.38100000,0.01584000,11.90300000,0.01589000,30.00000000,0.01603000,0.01603000,0.01558000,1527.98200000,24.26829547,1694862167133,1694948567133,3580467,3580563,97
BNTBTC,-0.00000027,-1.672,0.00001592,0.00001615,0.00001588,149.40000000,0.00001589,240.60000000,0.00001591,1376.80000000,0.00001615,0.00001622,0.00001559,47380.60000000,0.75408380,1694862175404,1694948575404,8322214,8323284,1071
ASTBTC,0.00000004,1.235,0.00000327,0.00000324,0.00000328,1153.00000000,0.00000328,4109.00000000,0.00000329,1103.00000000,0.00000324,0.00000337,0.00000322,578119.00000000,1.89096727,1694862066009,1694948466009,17570696,17572041,1346
ASTETH,0.00000000,0.000,0.00000000,0.00006960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
DASHBTC,-0.00001100,-1.095,0.00099924,0.00100200,0.00099400,14.61900000,0.00099300,95.89000000,0.00099400,36.60700000,0.00100500,0.00101100,0.00098700,2538.04400000,2.53612303,1694862182030,1694948582030,27639603,27642589,2987
DASHETH,-0.00017000,-1.042,0.01627023,0.01627000,0.01614000,1.33600000,0.01615000,89.58500000,0.01620000,0.40000000,0.01631000,0.01642000,0.01607000,45.40400000,0.73873370,1694862171307,1694948571307,3892963,3893035,73
OAXBTC,-0.00000069,-10.748,0.00000600,0.00000645,0.00000573,1734.00000000,0.00000572,440.00000000,0.00000575,4343.00000000,0.00000642,0.00000644,0.00000559,2332739.00000000,13.98954823,1694862182516,1694948582516,15927110,15932830,5721
ICNBTC,0.00000000,0.000,0.00000000,0.00005742,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
BTGBTC,0.00000000,0.000,0.00000000,0.00091300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
BTGETH,0.00000000,0.000,0.00000000,0.05274500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
EVXBTC,0.00000000,0.000,0.00000000,0.00000274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
EVXETH,0.00000000,0.000,0.00000000,0.00062490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
REQBTC,-0.00000002,-0.826,0.00000240,0.00000242,0.00000240,1715.00000000,0.00000239,4710.00000000,0.00000240,3387.00000000,0.00000242,0.00000243,0.00000237,271767.00000000,0.65089329,1694862121801,1694948521801,13823365,13824910,1546
REQETH,0.00000000,0.000,0.00000000,0.00004995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
VIBBTC,0.00000005,3.145,0.00000164,0.00000159,0.00000164,13484.00000000,0.00000163,22574.00000000,0.00000165,12941.00000000,0.00000159,0.00000168,0.00000159,1287626.00000000,2.10587821,1694862095840,1694948495840,12437898,12440323,2426
VIBETH,0.00000000,0.000,0.00000000,0.00003450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
HSRETH,0.00000000,0.000,0.00000000,0.01247400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
TRXBTC,-0.00000001,-0.316,0.00000315,0.00000316,0.00000315,37.00000000,0.00000314,374091.00000000,0.00000315,1545759.00000000,0.00000316,0.00000317,0.00000313,6395836.00000000,20.13620712,1694862178432,1694948578432,69794025,69798433,4409
TRXETH,0.00000004,0.078,0.00005115,0.00005110,0.00005115,7813.00000000,0.00005115,5097.00000000,0.00005116,4000.00000000,0.00005111,0.00005140,0.00005090,3478686.00000000,177.92511084,1694862162290,1694948562290,36399387,36401677,2291
POWRBTC,-0.00000014,-2.602,0.00000529,0.00000539,0.00000524,512.00000000,0.00000524,268.00000000,0.00000527,292.00000000,0.00000538,0.00000541,0.00000516,186092.00000000,0.98462416,1694861576148,1694947976148,16791124,16792423,1300
POWRETH,-0.00000190,-2.181,0.00008585,0.00008730,0.00008520,988.00000000,0.00008510,4663.00000000,0.00008550,4955.00000000,0.00008710,0.00008770,0.00008410,32632.00000000,2.80130720,1694862167874,1694948567874,3146792,3146865,74
ARKBTC,0.00000000,0.000,0.00000000,0.00001679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
ARKETH,0.00000000,0.000,0.00000000,0.00104600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
YOYOETH,0.00000000,0.000,0.00000000,0.00005828,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
XRPBTC,-0.00000019,-1.004,0.00001876,0.00001892,0.00001873,124.00000000,0.00001873,62202.00000000,0.00001874,40380.00000000,0.00001892,0.00001893,0.00001860,6998418.00000000,131.27263273,1694862182056,1694948582056,155941823,155950737,8915
XRPETH,-0.00000160,-0.522,0.00030525,0.00030680,0.00030500,10.00000000,0.00030480,11748.00000000,0.00030500,2081.00000000,0.00030660,0.00030680,0.00030290,459745.00000000,140.33866890,1694862181948,1694948581948,29759657,29761099,1443
MODBTC,0.00000000,0.000,0.00000000,0.00004280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
MODETH,0.00000000,0.000,0.00000000,0.00116700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
ENJBTC,-0.00000006,-0.688,0.00000867,0.00000874,0.00000866,150.10000000,0.00000866,2941.10000000,0.00000868,2226.30000000,0.00000872,0.00000878,0.00000852,175916.90000000,1.52451043,1694862090986,1694948490986,40289639,40290038,400
ENJETH,-0.00000130,-0.918,0.00014132,0.00014130,0.00014030,543.60000000,0.00014090,868.40000000,0.00014160,867.40000000,0.00014160,0.00014320,0.00013950,12665.40000000,1.78992879,1694862127859,1694948527859,7771291,7771320,30
STORJBTC,0.00000002,0.137,0.00001393,0.00001469,0.00001467,112.00000000,0.00001465,1362.00000000,0.00001471,634.00000000,0.00001465,0.00001495,0.00001293,870564.00000000,12.12640289,1694862182845,1694948582845,13666913,13672649,5737
STORJETH,0.00000000,0.000,0.00000000,0.00029910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
BNBUSDT,0.50000000,0.233,214.44103668,214.50000000,214.90000000,0.09500000,214.90000000,613.34700000,215.00000000,363.65900000,214.40000000,215.20000000,213.30000000,223286.90600000,47881875.60070000,1694862182632,1694948582632,671440907,671537124,96218
VENBNB,0.00000000,0.000,0.00000000,0.14920000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
YOYOBNB,0.00000000,0.000,0.00000000,0.00059800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
POWRBNB,0.00000000,0.000,0.00000000,0.00385000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
VENBTC,0.00000000,0.000,0.00000000,0.00013928,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
VENETH,0.00000000,0.000,0.00000000,0.00325194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
KMDBTC,-0.00000017,-2.036,0.00000830,0.00000834,0.00000818,37.00000000,0.00000819,280.00000000,0.00000822,102.00000000,0.00000835,0.00000839,0.00000818,191797.00000000,1.59130187,1694862084540,1694948484540,14270519,14273260,2742
KMDETH,0.00000000,0.000,0.00000000,0.00020970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
NULSBNB,0.00000000,0.000,0.00000000,0.01257000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
RCNBTC,0.00000000,0.000,0.00000000,0.00000074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
RCNETH,0.00000000,0.000,0.00000000,0.00037604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
RCNBNB,0.00000000,0.000,0.00000000,0.00347300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
NULSBTC,0.00000008,1.176,0.00000680,0.00000676,0.00000688,1104.00000000,0.00000685,1853.00000000,0.00000688,229.00000000,0.00000680,0.00000688,0.00000671,43408.00000000,0.29500246,1694862060193,1694948460193,14838165,14838534,370
NULSETH,0.00000000,0.000,0.00000000,0.00051926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
RDNBTC,0.00000000,0.000,0.00000000,0.00000447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
RDNETH,0.00000000,0.000,0.00000000,0.00071530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
RDNBNB,0.00000000,0.000,0.00000000,0.00623000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689575043806,1689661443806,-1,-1,0
XMRBTC,0.00002700,0.495,0.00545978,0.00545700,0.00548600,0.22000000,0.00548500,34.40900000,0.00548600,0.27600000,0.00545900,0.00551000,0.00540100,18744.76900000,102.34230088,1694862180539,1694948580539,48507016,48515944,8929
XMRETH,0.00080000,0.904,0.08865930,0.08853000,0.08933000,0.40000000,0.08928000,0.17300000,0.08937000,0.57000000,0.08853000,0.08933000,0.08794000,1253.55100000,111.13895277,1694862181190,1694948581190,6213677,6214436,760
